"MasterCatalogName","ProductType","AttributeCode","Type","VocabularyValue"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Midnight-Navy/Tawny-Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Olive"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Radiance/Goat"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Raven/Burnt-Ochre"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Royal-Lilac/Adventurine"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Sesame"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Silver-Birch/Canteen"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Silver/Gray"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Slate-Brown/Red-Mahogany"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Slate/Caramel"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Sodalite"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Steel-Gray/Hydrangea"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Tnf-Black/Tnf-White"
"Mystic Outdoors Master","Hiking Footwear","brand-colors","Option","Warm-Grey/Beetroot/Salmon"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","5.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","6"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","6.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","7"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","7.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","8"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","8.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","9"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","9.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","10"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","10.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","11"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","11.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","12"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","12.5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","13"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-1"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-2"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-3"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-4"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-5"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-6"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-8"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-9"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-10"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-11"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-12"
"Mystic Outdoors Master","Hiking Footwear","shoe-size","Option","Kids-13"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Bay-Blue"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Black"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Blue"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Dijon-Brown/Urban-Navy"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Gray/Plum"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Green"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Green-Lime/Steel"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Grey"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Grey-Ice"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Grey/Putty/Apple-Green"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Moss-Green"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Orange"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Orange/Cream"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Orange/Fog"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Poincianaornge/Asphltgry"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Purple"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Red"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Sunset-Orange/Gray"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Tan/Yellow"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Teal"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Terra-Cotta/Silver"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","White"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Yellow"
"Mystic Outdoors Master","Tent Accessories","brand-colors","Property","Yellow/Red"
"Mystic Outdoors Master","Tent Accessories","material","Property","Cotton"
"Mystic Outdoors Master","Tent Accessories","material","Property","High-tenacity-nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","Nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","Nylon/closed-cell-foam"
"Mystic Outdoors Master","Tent Accessories","material","Property","Nylon/mesh"
"Mystic Outdoors Master","Tent Accessories","material","Property","Polyester/multidensity-foam"
"Mystic Outdoors Master","Tent Accessories","material","Property","Polyurethane-coated-nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","Ripstop-high-density-polyethylene--HDPE-"
"Mystic Outdoors Master","Tent Accessories","material","Property","Ripstop-nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","Ripstop-nylon/nylon-oxford"
"Mystic Outdoors Master","Tent Accessories","material","Property","100-denier-nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","150-denier-nylon"
"Mystic Outdoors Master","Tent Accessories","material","Property","600-denier-polyester"
"Mystic Outdoors Master","Tent Accessories","material","Property","300-denier-ripstop-polyester"
"Mystic Outdoors Master","Tent Accessories","weight","Property","0-to-0.49"
"Mystic Outdoors Master","Tent Accessories","weight","Property","1-to-1.49"
"Mystic Outdoors Master","Tent Accessories","weight","Property","3-to-4.99"
"Mystic Outdoors Master","Tent Accessories","weight","Property","0.5-to-0.99"
"Mystic Outdoors Master","Tent Accessories","weight","Property","5-to-7.99"
"Mystic Outdoors Master","Tent Accessories","weight","Property","8-to-11.99"
"Mystic Outdoors Master","Tent Accessories","weight","Property","1.50-to-2.99"
"Mystic Outdoors Master","Tent Accessories","weight","Property","20-to-29.99"
"Mystic Outdoors Master","Sleeping Bag","gender","Property","Kids-"
"Mystic Outdoors Master","Sleeping Bag","gender","Property","Men-s"
"Mystic Outdoors Master","Sleeping Bag","gender","Property","Unisex"
"Mystic Outdoors Master","Sleeping Bag","gender","Property","Women-s"
"Mystic Outdoors Master","Sleeping Bag","sleeping-bag-shape","Property","Double"
"Mystic Outdoors Master","Sleeping Bag","sleeping-bag-shape","Property","Mummy"
"Mystic Outdoors Master","Sleeping Bag","sleeping-bag-shape","Property","Rectangular"
"Mystic Outdoors Master","Sleeping Bag","sleeping-bag-shape","Property","Semirectangular"
"Mystic Outdoors Master","Sleeping Bag","insulation-type","Property","Down"
"Mystic Outdoors Master","Sleeping Bag","insulation-type","Property","Down-/-Synthetic-Blend"
"Mystic Outdoors Master","Sleeping Bag","insulation-type","Property","Synthetic"
"Mystic Outdoors Master","Sleeping Bag","temperature-rating","Property","40-and-above"
"Mystic Outdoors Master","Sleeping Bag","temperature-rating","Property","1-to-14"
"Mystic Outdoors Master","Sleeping Bag","temperature-rating","Property","-50-to-0"
"Mystic Outdoors Master","Sleeping Bag","temperature-rating","Property","14-to-29"
"Mystic Outdoors Master","Sleeping Bag","temperature-rating","Property","30-to-39"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","0-to-0.49"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","1-to-1.49"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","3-to-4.99"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","0.5-to-0.99"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","5-to-7.99"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","8-to-11.99"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","1.50-to-2.99"
"Mystic Outdoors Master","Sleeping Bag","weight","Property","20-to-29.99"
"Mystic Outdoors Master","Sleeping Bag","zipper-location","Property","Front"
"Mystic Outdoors Master","Sleeping Bag","zipper-location","Property","Left"
"Mystic Outdoors Master","Sleeping Bag","zipper-location","Property","Left-/-Right"
"Mystic Outdoors Master","Sleeping Bag","zipper-location","Property","None"
"Mystic Outdoors Master","Sleeping Bag","zipper-location","Property","Right"
"Mystic Outdoors Master","Sleeping Bag","fits-up-to","Property","Greater-than-6-ft.-6-in."
"Mystic Outdoors Master","Sleeping Bag","fits-up-to","Property","Up-to-5-ft."
"Mystic Outdoors Master","Sleeping Bag","fits-up-to","Property","5-ft.-7-in.-to-6-ft."
"Mystic Outdoors Master","Sleeping Bag","fits-up-to","Property","5-ft.-1-in-to-5-ft.-6-in."
"Mystic Outdoors Master","Sleeping Bag","fits-up-to","Property","6ft.-1-in.-to-6-ft.-6-in."
"Mystic Outdoors Master","Sleeping Bag","length","Option","Long"
"Mystic Outdoors Master","Sleeping Bag","length","Option","Regular"
"Mystic Outdoors Master","Sleeping Bag","length","Option","Short"
"Mystic Outdoors Master","Sleeping Pad","insulation-type","Property","Down"
"Mystic Outdoors Master","Sleeping Pad","insulation-type","Property","Air"
"Mystic Outdoors Master","Sleeping Pad","insulation-type","Property","Down-/-Synthetic-Blend"
"Mystic Outdoors Master","Sleeping Pad","insulation-type","Property","Synthetic"
"Mystic Outdoors Master","Sleeping Pad","insulation-type","Property","Foam"
"Mystic Outdoors Master","Sleeping Pad","sleeping-bag-shape","Property","Double"
"Mystic Outdoors Master","Sleeping Pad","sleeping-bag-shape","Property","Mummy"
"Mystic Outdoors Master","Sleeping Pad","sleeping-bag-shape","Property","Rectangular"
"Mystic Outdoors Master","Sleeping Pad","sleeping-bag-shape","Property","Semirectangular"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","0-to-0.49"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","1-to-1.49"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","3-to-4.99"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","0.5-to-0.99"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","5-to-7.99"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","8-to-11.99"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","1.50-to-2.99"
"Mystic Outdoors Master","Sleeping Pad","weight","Property","20-to-29.99"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Boys-"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Girls-"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Kids-"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Men-s"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Unisex"
"Mystic Outdoors Master","Sleeping Pad","gender","Property","Women-s"
"Mystic Outdoors Master","Sleeping Pad","length","Option","Long"
"Mystic Outdoors Master","Sleeping Pad","length","Option","Regular"
"Mystic Outdoors Master","Sleeping Pad","length","Option","Short"
"Mystic Outdoors Master","Hammock","seasons","Property","2-Season"
"Mystic Outdoors Master","Hammock","seasons","Property","3-Season"
"Mystic Outdoors Master","Hammock","seasons","Property","4-Season"
"Mystic Outdoors Master","Hammock","seasons","Property","3---4-Season"
"Mystic Outdoors Master","Hammock","material","Property","Cotton"
"Mystic Outdoors Master","Hammock","material","Property","High-tenacity-nylon"
"Mystic Outdoors Master","Hammock","material","Property","Nylon"
"Mystic Outdoors Master","Hammock","material","Property","Nylon/closed-cell-foam"
"Mystic Outdoors Master","Hammock","material","Property","Nylon/mesh"
"Mystic Outdoors Master","Hammock","material","Property","Polyester/multidensity-foam"
"Mystic Outdoors Master","Hammock","material","Property","Polyurethane-coated-nylon"
"Mystic Outdoors Master","Hammock","material","Property","Ripstop-high-density-polyethylene--HDPE-"
"Mystic Outdoors Master","Hammock","material","Property","Ripstop-nylon"
"Mystic Outdoors Master","Hammock","material","Property","Ripstop-nylon/nylon-oxford"
"Mystic Outdoors Master","Hammock","material","Property","100-denier-nylon"
"Mystic Outdoors Master","Hammock","material","Property","150-denier-nylon"
"Mystic Outdoors Master","Hammock","material","Property","600-denier-polyester"
"Mystic Outdoors Master","Hammock","material","Property","300-denier-ripstop-polyester"
"Mystic Outdoors Master","Hammock","features","Property","Convertible"
"Mystic Outdoors Master","Hammock","features","Property","Built-in-LED-lighting"
"Mystic Outdoors Master","Hammock","features","Property","Packable"
"Mystic Outdoors Master","Hammock","features","Property","Quick-Drying"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","1-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","2-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","3-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","4-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","5-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","6-Person"
"Mystic Outdoors Master","Hammock","sleeping-capacity","Property","8--Person"
"Mystic Outdoors Master","Hammock","weight","Property","0-to-0.49"
"Mystic Outdoors Master","Hammock","weight","Property","1-to-1.49"
"Mystic Outdoors Master","Hammock","weight","Property","3-to-4.99"
"Mystic Outdoors Master","Hammock","weight","Property","0.5-to-0.99"
"Mystic Outdoors Master","Hammock","weight","Property","5-to-7.99"
"Mystic Outdoors Master","Hammock","weight","Property","8-to-11.99"
"Mystic Outdoors Master","Hammock","weight","Property","1.50-to-2.99"
"Mystic Outdoors Master","Hammock","weight","Property","20-to-29.99"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Anthracite-Black"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Aquamarine"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Ash-Stone"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Autobahn/Black/Tomato-Red"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Avatar-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Barley"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Bay-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Big-Sur-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Bitter-Root"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Black"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Black/Burnt-Olive"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Black/Cajun"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Black/Greenery"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Black/Lime-Punch"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Blue-Mountains"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Blue-Night"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Blue-Petal"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Blue-Spring"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Brown"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Brown/Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Brown/Mint"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Brown/Taupe/Clementine"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Burnt-Maple"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Cairn"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Camper-Arrows"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Cardinal-Red/Asphalt-Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Castlerock/Tender-Shoots"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Charcoal"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Charcoal/Graphite"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Chromatic-Yellow"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Cocoa-Brown"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Cranberry/Aubergine"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Crocus"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Gray/Navy"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Olive"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Purple/Purple-Sage"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Raspberry"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Sand/Cendre"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Shadow"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dark-Shadow-Grey/Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Deep-Sea-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Desert-Camo"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Diablo"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dijon-Brown/Urban-Navy"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dusk"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Dusty-Rose"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Earth"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Fire"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Flame-Orange"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Glacier"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Glacier-Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Granite"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Granite-Gray"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Graphite"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Graphite/Black"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Graphite/Bright-Fuchsia"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Gray/Mint"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Gray/Plum"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Gray/Wild-Dove"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Green-Apple"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Green-Lime/Steel"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Grey-Ice"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Grey/Putty/Apple-Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Grey-Tar/Forge-Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Griffin-Grey/Shady-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Gunmetal"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Gunmetal/Lime-Punch"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Honeysuckle-Pink/Tnf-White"
"Mystic Outdoors Master","Hammock","brand-colors","Option","India-Ink/Macaw"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Leaf"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Liberty"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Magenta"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Magma"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Magnet/Cerise-Pink"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Maple-Orange"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Marine-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Meadow-Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Midnight-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Midnight-Navy/Tawny-Olive"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Molten-Lava"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Monument-Valley"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Moss-Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Mystic-Magenta"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Navy"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Night/Ultraviolet"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Nightshade"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Nightsky"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Olive"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Onyx-Black"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Orange"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Orange/Cream"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Orange/Fog"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Orchid"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Pacific-Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Pelican"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Pewter"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Pine-Green"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Pink-Lotus"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Poincianaornge/Asphltgry"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Purple"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Radiance/Goat"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Raven/Burnt-Ochre"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Red"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Red-Currant"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Royal-Lilac/Adventurine"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sangria"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Seaport"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sesame"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Shadow-Black/Berry"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Silver-Birch/Canteen"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Silver/Gray"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Silver-Gray-Heather"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sky--Blue"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Slate"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Slate-Brown/Red-Mahogany"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Slate/Caramel"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sockeye-Red"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sodalite"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Solar-Flare-Orange"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Steel-Gray/Hydrangea"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Storm-Black"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Stormcloud-Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sunglow"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Sunset-Orange/Gray"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Tan/Yellow"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Teal"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Terra-Cotta/Silver"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Thunderhead-Grey"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Titanium"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Tnf-Black/Tnf-White"
"Mystic Outdoors Master","Hammock","brand-colors","Option","True-Teal"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Twilight-Gray"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Walnut"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Warm-Grey/Beetroot/Salmon"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Wave-Orange"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Waxed-Field-Brown"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Wheat"
"Mystic Outdoors Master","Hammock","brand-colors","Option","White"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Yellow"
"Mystic Outdoors Master","Hammock","brand-colors","Option","Yellow/Red"
"Mystic Outdoors Master","Socks","fabric-type","Property","Wool-/-Wool-Blend"
"Mystic Outdoors Master","Socks","fabric-type","Property","Coolmax"
"Mystic Outdoors Master","Socks","features","Property","Made-in-USA"
"Mystic Outdoors Master","Socks","features","Property","Moisture-Wicking"
"Mystic Outdoors Master","Socks","features","Property","New-Arrivals"
"Mystic Outdoors Master","Socks","features","Property","Quick-Drying"
"Mystic Outdoors Master","Socks","sock-cushioning","Property","Heavy-Cushioning"
"Mystic Outdoors Master","Socks","sock-cushioning","Property","Light-Cushioning"
"Mystic Outdoors Master","Socks","sock-cushioning","Property","Medium-Cushioning"
"Mystic Outdoors Master","Socks","sock-cushioning","Property","No-Cushioning"
"Mystic Outdoors Master","Socks","gender","Property","Kids-"
"Mystic Outdoors Master","Socks","gender","Property","Men-s"
"Mystic Outdoors Master","Socks","gender","Property","Unisex"
"Mystic Outdoors Master","Socks","gender","Property","Women-s"
"Mystic Outdoors Master","Socks","sock-height","Property","Ankle"
"Mystic Outdoors Master","Socks","sock-height","Property","Crew"
"Mystic Outdoors Master","Socks","sock-height","Property","Knee-high"
"Mystic Outdoors Master","Socks","sock-height","Property","No-show"
"Mystic Outdoors Master","Socks","brand-colors","Option","Navy"
"Mystic Outdoors Master","Socks","brand-colors","Option","Walnut"
"Mystic Outdoors Master","Socks","brand-colors","Option","Ash-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Berry"
"Mystic Outdoors Master","Socks","brand-colors","Option","Black"
"Mystic Outdoors Master","Socks","brand-colors","Option","Black/White"
"Mystic Outdoors Master","Socks","brand-colors","Option","Blu-Shark"
"Mystic Outdoors Master","Socks","brand-colors","Option","Charcoal"
"Mystic Outdoors Master","Socks","brand-colors","Option","Charcoal/Bright-Orange"
"Mystic Outdoors Master","Socks","brand-colors","Option","Charcoal-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Dark-Khaki"
"Mystic Outdoors Master","Socks","brand-colors","Option","Deep-Navy"
"Mystic Outdoors Master","Socks","brand-colors","Option","Deep-Navy-Heather/Gray-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Desert-Purple"
"Mystic Outdoors Master","Socks","brand-colors","Option","Desert-Purple-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Emperor"
"Mystic Outdoors Master","Socks","brand-colors","Option","Glacial-Blue-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Gray"
"Mystic Outdoors Master","Socks","brand-colors","Option","Kiwi"
"Mystic Outdoors Master","Socks","brand-colors","Option","Light-Gray"
"Mystic Outdoors Master","Socks","brand-colors","Option","Light-Gray-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Mango"
"Mystic Outdoors Master","Socks","brand-colors","Option","Medium-Gray"
"Mystic Outdoors Master","Socks","brand-colors","Option","Medium-Gray-Heather/Green"
"Mystic Outdoors Master","Socks","brand-colors","Option","Oatmeal"
"Mystic Outdoors Master","Socks","brand-colors","Option","Oatmeal-Heather"
"Mystic Outdoors Master","Socks","brand-colors","Option","Passion-Fruit"
"Mystic Outdoors Master","Socks","brand-colors","Option","Pink-Flambe"
