"MasterCatalogName","ProductCode","ProductType","ProductUsage","ProductName","Price","SalePrice","Cost","MSRP Price","MAP","MAPEffectiveStartDate","MAPEffectiveEndDate","RestrictDiscount","RestrictDiscountStartDate","RestrictDiscountEndDate","VariationPricingMethod","ManufacturerPartNumber","UPC","DistributorPartNumber","IsTaxable","ManageStock","Ships by itself","OutOfStockBehavior","PackageWeight","PackageLength","PackageWidth","PackageHeight","FulfillmentTypes","ProductShortDescription","ContentFullProductDescription","ContentFullProductDescription2","ContentFullProductDescription3","SEOMetaTagTitle","SEOMetaTagDescription","SEOMetaTagKeywords","SEOFriendlyURL","price-list-entry-type","fill-power","interval-training","alarm","polarized","filter-medium","sleeping-bag-shape","pole-diameter-mm-","lash-tab","filter-type","altimeter","sleeping-capacity","pole-material","fits-up-to","availability","sleep-tracking","pool-lap-recognition","floor-area-sq-ft-","average-battery-life","popularity","lens-color","sleeve-length","flotation","average-boil-time-min-","power-output-to-device-ma-","average-heart-rate","lens-material","smart-device-notifications","preloaded-map","footwear-closure","bag-style","liquid-capacity-fl.-oz.-","sock-cushioning","footwear-height","product-crosssell","battery-included","sock-height","material","frame-color","battery-storage-capacity-mah","product-related","stopwatch","meat","frame-type","product-upsell","battery-type","stroke-recognition","minimum-trail-weight-lbs","fuel","programmable-routes","best-use","sun-protective-fabric","gear-capacity","moisture-wicking","quick-disconnect-tubing","temperature-rating","bite-valve-shut-off-switch","gender","number-of-burners","quick-drying","time-display","glove-type","brand","number-of-doors","rating","gps-satellite-detectable","tracks-calories-burned","recovery-advising","brand-colors","hat-style","number-of-exterior-pockets","track-steps","heart-rate-sensor-type","removes-destroys","number-of-poles","btu-total","heart-rate-target-zone-s-","trip-length-capacity","number-of-routes","r-value","charge-time-hrs-","uscg-classification","seasons","housing-material","number-of-watpoints","uv-protection","compass","servings-per-container","hrm-included-integrated","v02-max-estimate","output","compatible-fitness-accessories","shirt-size","vestibule-area-sq-ft-","customization","hydration-compatible","pace-alert","visor","illumination","display-size","shirt-style","visual-map-display","inseam-in.-","dry-bag-shape","packable","external-charge","shoe-size","insulated","watch-type","pack-loading","fabric-type","pad-thickness","insulation-type","faset-color","size","waterproof","features","sleeping-bag-compartment","palm-material","water-resistant-depth","weight-capacity-lbs-","pant-rise","weight","wide-mouth-opening","pant-size","zipper-location","pedometer-type","back-length","tent-type","metal-type","attribut-bd","finish","season","backorder-days","bazaarvoice-category"
"Mystic Outdoors Master","Watch_Sport0002","Watch","Configurable","Garmin Fenix 5S Sapphire GPS Heart Rate Monitor Watch","700.00","","548.76","","","","","No","","","Fixed","GarminFX5S","","","Yes","Yes","No","DisplayMessage","2.500","9.000","6.000","7.500","DirectShip & InStorePickup","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Finally, there's a GPS watch that won't feel bulky on your wrist. With the smallest diameter face (42mm) of the Fenix 5 lineup, the Garmin Fenix 5S is your premier training and adventure companion.</span>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Besides the 3-axis compass, gyroscope and barometric altimeter, built-in GPS and GLONASS navigation sensors track accurately in more challenging environments than GPS alone</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Round-trip Run and Ride routing options give you the ability to enter a distance you'd like to run or cycle and have the watch suggest appropriate courses</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Easy-to-read guidance cues provide banners on the display that show upcoming turns</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Around Me map mode provides nearby points of interest, waypoints and other locations in a simple graphical interface for navigating in unfamiliar environments</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wrist-based heart rate technology lets you monitor your heart rate without wearing a chest strap; watch uses heart rate to track calories burned and quantify fitness intensity</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">High-strength, scratch-resistant sapphire lens</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Keep key data at your fingertips with a performance widget that shows your training status, training load and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Data overlays on the map highlight key information so you don't have to switch screens while in an activity</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Preloaded activity profiles for all of your sports and adventures, including swim profiles, skiing, paddle sports, golf and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Sophisticated training features monitor your form and performance, including training status/effect, VO2 max, race predictor and recovery advice/timer</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Advanced running dynamics allow you to go further with your running data; it taps into extended physiological metrics to help improve your form and overall performance</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Pair with a heart rate chest strap (sold separately) to access additional metrics including vertical oscillation and ratio, ground contact time, balance and stress score</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Use as an activity tracker for counting steps, calories and distance throughout your day</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Sapphire edition offers Wi-Fi connectivity for smart notifications, auto-uploads to the Garmin Connect online community and personalization with free watch faces and apps</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GroupTrack lets you keep tabs on your companions for adventures such as skiing; LiveTrack allows friends to follow your adventures in real time</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Preloaded with more than 40,000 golf courses around the world</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Rugged case is water-resistant to 100m; it features a stainless-steel bezel, buttons and rear case along with a high-strength, scratch-resistant sapphire lens</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p><p style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Depending on the color purchased, your watch may come with an additional silicone QuickFit watch band:</p><ul style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li style=""box-sizing: border-box;"">Champagne/Gray Suede includes suede band (in the box) and additional white silicone band (which is attached to watch for shipping)</li><li style=""box-sizing: border-box;"">Black/Black includes black silicone band and additional yellow silicone band</li><li style=""box-sizing: border-box;"">Champagne/Metal includes metal band and additional black silicone band</li><li style=""box-sizing: border-box;"">Rose Gold/Cararra White includes white silicone band</li></ul>","","","Garmin Fenix 5S Sapphire GPS Heart Rate Monitor Watch","Besides the 3-axis compass, gyroscope and barometric altimeter, built-in GPS and GLONASS navigation sensors track accurately in more challenging environments than GPS aloneRound-trip Run and Ride routing options give you the ability to enter a distance you'd like to run or cycle and have the watch suggest appropriate coursesEasy-to-read guidance cues provide banners on the display that show upcoming turnsAround Me map mode provides nearby points of interest, waypoints and other locations in a simple graphical interface for navigating in unfamiliar environmentsWrist-based heart rate technology lets you monitor your heart rate without wearing a chest strap; watch uses heart rate to track calories burned and quantify fitness intensityHigh-strength, scratch-resistant sapphire lensKeep key data at your fingertips with a performance widget that shows your training status, training load and moreData overlays on the map highlight key information so you don't have to switch screens while in an activityPreloaded activity profiles for all of your sports and adventures, including swim profiles, skiing, paddle sports, golf and moreSophisticated training features monitor your form and performance, including training status/effect, VO2 max, race predictor and recovery advice/timerAdvanced running dynamics allow you to go further with your running data; it taps into extended physiological metrics to help improve your form and overall performancePair with a heart rate chest strap (sold separately) to access additional metrics including vertical oscillation and ratio, ground contact time, balance and stress scoreUse as an activity tracker for counting steps, calories and distance throughout your daySapphire edition offers Wi-Fi connectivity for smart notifications, auto-uploads to the Garmin Connect online community and personalization with free watch faces and appsGroupTrack lets you keep tabs on your companions for adventures such as skiing; LiveTrack allows friends to follow your adventures in real timePreloaded with more than 40,000 golf courses around the worldRugged case is water-resistant to 100m; it features a stainless-steel bezel, buttons and rear case along with a high-strength, scratch-resistant sapphire lensImported.Depending on the color purchased, your watch may come with an additional silicone QuickFit watch band:Champagne/Gray Suede includes suede band (in the box) and additional white silicone band (which is attached to watch for shipping)Black/Black includes black silicone band and additional yellow silicone bandChampagne/Metal includes metal band and additional black silicone bandRose Gold/Cararra White includes white silicone band","","garmin-fenix-5s-sapphire-gps-heart-rate-monitor-watch","","","True","True","","","","","","","Pressure-based","","","","Usually Ships in 24 Hours","True","True","","Smartwatch mode: up to 9 days; GPS mode: 14 hrs.; UltraTrac battery saver mode: up to 40 hrs.","4","","","","","","False","","True","","","","","","","","","","","","","","True","","","","Lithium Ion","True","","","True","Multisport","","","","","","","Unisex","","","True","","Garmin","","4","True","True","True","","","","True","Wrist-based","","","","False","","30","","","","","","1000","","True","","True","True","","Heart Rate Monitor","","","Apps
Data Fields
Watch Faces
Widgets","","True","","Backlight","1.1 Inches","","False","","","","","","","GPS Sports Watch","","","","","Black
Multi
White","","True","Altimeter/Barometer Lock
Ascent/Descent Rate
Compass
Cycling Functions
Elevation Gain/Loss
HRM Included/Integrated
Lap Timer
New Arrivals
Programmable Routes
Sleep Tracking
Smart Device Notifications
Swimming Functions
Tracks Calories Burned
Tracks Distance
Tracks Speed
GPS
Tracks Steps
Waterproof
Wireless Sync","","","100","","","","","","","Digital 3-axis Accelerometer","","","","","","","",""
"Mystic Outdoors Master","Watch_Sport0001","Watch","Configurable","Garmin Fenix 5X Sapphire Multisport GPS Heart Rate Monitor Watch","700.00","","548.27","","","","","No","","","Fixed","GarminFX5X","","","Yes","Yes","No","DisplayMessage","2.500","9.000","6.000","7.000","DirectShip & InStorePickup","<span style=""color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">With full-color mapping on top of an already robust array of functions, the Garmin Fenix 5X Sapphire multisport GPS heart rate monitor watch stands out as a premier training and adventure companion.</span><br>","<ul class=""product-item-details"" data-ui=""product-information-detail-features"" style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1.2rem; padding-left: 15px; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;""><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Powered by precise GPS, the color TOPO U.S. mapping, routable run/bike maps and outdoor navigation features help ensure you make it to your destination—and make it back</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Besides the 3-axis compass, gyroscope and barometric altimeter, built-in GPS and GLONASS navigation sensors track accurately in more challenging environments than GPS alone</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Round-trip Run and Ride routing options give you the ability to enter a distance you'd like to run or cycle and have the watch suggest appropriate courses</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Easy-to-read guidance cues provide banners on the display that show upcoming turns</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Around Me map mode provides nearby points of interest, waypoints and other locations in a simple graphical interface for navigating in unfamiliar environments</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Wrist-based heart rate technology lets you monitor your heart rate without wearing a chest strap; watch uses heart rate to track calories burned and quantify fitness intensity</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Keep key data at your fingertips with a performance widget that shows your training status, training load and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Data overlays on the map highlight key information so you don't have to switch screens while in an activity</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Preloaded activity profiles cover many of your sports and adventures, including swimming, skiing, paddling, golf and more</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Sophisticated training features monitor your form and performance, including training status/effect, VO2 max, race predictor and recovery advice/timer</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Advanced running dynamics allow you to go further with your running data; it taps into extended physiological metrics to help improve your form and overall performance</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Pair with a heart rate chest strap (sold separately) to access additional metrics including vertical oscillation and ratio, ground contact time, balance and stress score</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Use as an activity tracker for counting steps, calories and distance throughout your day</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Stay connected via Wi-Fi with smart notifications, auto-uploads to the Garmin Connect online community and personalization with free watch faces and apps from Connect IQ store</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">GroupTrack lets you keep tabs on your companions for adventures such as skiing; LiveTrack allows friends to follow your adventures in real time</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Preloaded with more than 40,000 golf courses around the world</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Rugged case is water-resistant to 100m; it features a stainless steel bezel, buttons and rear case along with a high-strength, scratch-resistant sapphire lens</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">Slate Gray/Metal watch features a metal band and includes a second silicone QuickFit band; Slate Gray/Black watch comes with a silicone QuickFit watch band&nbsp;</li><li class=""description-text"" style=""box-sizing: border-box; margin-bottom: 1.2rem;"">QuickFit bands make it easy to mix and match styles to go with any activity—no tools required</li></ul><p data-ui=""product-information-detail-origin"" style=""box-sizing: border-box; margin: 0px 0px 1.2rem; color: rgb(34, 34, 34); font-family: Roboto, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 16px;"">Imported.</p>","","","Garmin Fenix 5X Sapphire Multisport GPS Heart Rate Monitor Watch","Powered by precise GPS, the color TOPO U.S. mapping, routable run/bike maps and outdoor navigation features help ensure you make it to your destination—and make it backBesides the 3-axis compass, gyroscope and barometric altimeter, built-in GPS and GLONASS navigation sensors track accurately in more challenging environments than GPS aloneRound-trip Run and Ride routing options give you the ability to enter a distance you'd like to run or cycle and have the watch suggest appropriate coursesEasy-to-read guidance cues provide banners on the display that show upcoming turnsAround Me map mode provides nearby points of interest, waypoints and other locations in a simple graphical interface for navigating in unfamiliar environmentsWrist-based heart rate technology lets you monitor your heart rate without wearing a chest strap; watch uses heart rate to track calories burned and quantify fitness intensityKeep key data at your fingertips with a performance widget that shows your training status, training load and moreData overlays on the map highlight key information so you don't have to switch screens while in an activityPreloaded activity profiles cover many of your sports and adventures, including swimming, skiing, paddling, golf and moreSophisticated training features monitor your form and performance, including training status/effect, VO2 max, race predictor and recovery advice/timerAdvanced running dynamics allow you to go further with your running data; it taps into extended physiological metrics to help improve your form and overall performancePair with a heart rate chest strap (sold separately) to access additional metrics including vertical oscillation and ratio, ground contact time, balance and stress scoreUse as an activity tracker for counting steps, calories and distance throughout your dayStay connected via Wi-Fi with smart notifications, auto-uploads to the Garmin Connect online community and personalization with free watch faces and apps from Connect IQ storeGroupTrack lets you keep tabs on your companions for adventures such as skiing; LiveTrack allows friends to follow your adventures in real timePreloaded with more than 40,000 golf courses around the worldRugged case is water-resistant to 100m; it features a stainless steel bezel, buttons and rear case along with a high-strength, scratch-resistant sapphire lensSlate Gray/Metal watch features a metal band and includes a second silicone QuickFit band; Slate Gray/Black watch comes with a silicone QuickFit watch band QuickFit bands make it easy to mix and match styles to go with any activity—no tools requiredImported.","","garmin-fenix-5x-sapphire-multisport-gps-heart-rate-monitor-watch","","","True","True","","","","","","","Pressure-based","","","","Usually Ships in 24 to 48 Hours","True","True","","Smartwatch mode: up to 12 days; GPS mode: 20 hrs.; UltraTrac battery saver mode: up to 35 hrs.","3","","","","","","True","","True","Topo","","","","","","","","","","","","","True","","","","Lithium Ion","True","","","True","Multisport","","","","","","","Unisex","","","True","","Garmin","","3","True","True","True","","","","True","Wrist-based","","","","True","","30","","","","","","1000","","True","","True","True","","Heart Rate Monitor","","","Apps
Data Fields
Watch Faces
Widgets","","True","","Backlight","1.5 Inches","","True","","","","","","","GPS Sports Watch","","","","","Black
Grey","","True","Altimeter/Barometer Lock
Ascent/Descent Rate
Compass
Elevation Gain/Loss
HRM Included/Integrated
Lap Timer
Programmable Routes
Sleep Tracking
Smart Device Notifications
Swimming Functions
Tracks Calories Burned
Tracks Distance
Tracks Speed
GPS
Tracks Steps
Waterproof
Wireless Sync","","","100","","","","","","","Digital 3-axis Accelerometer","","","","","","","",""
"Mystic Outdoors Master","TravAcc_007","Travel Accessories","Standard","Neck Pillow","29.98","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Mystic Outdoors Neck Pillow with memory foam is a friend of many weary travelers.","<ul><li>New shape reduces volume in back and adds more to the front lobes for a more natural head position&nbsp;</li><li>Fill is super-comfortable Isotonic® memory foam&nbsp;</li><li>Soft polyester cover zips off for machine washing&nbsp;</li><li>Strap with hook-and-loop adjustment and quick-release buckle keeps pillow in place while you doze&nbsp;</li><li>Packs down small using its compression strap for stowing in your travel bag<br></li></ul>","","","Neck Pillow","New shape reduces volume in back and adds more to the front lobes for a more natural head position Fill is super-comfortable Isotonic® memory foam Soft polyester cover zips off for machine washing Strap with hook-and-loop adjustment and quick-release buckle keeps pillow in place while you doze Packs down small using its compression strap for stowing in your travel bag","","neck-pillow","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","","","","","","","","","Polyester/nylon","","","","","","","","","","","","","Travel","","","","","","","","","","","","Mystic","","5","","","","Gray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","One Size","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_006","Travel Accessories","Standard","Zip Pocket Pack","24.95","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The compact SealLine Zip Pocket™ keeps small items like an iPod®, smartphone and other day-to-day essentials readily accessible and protected from the elements.","<ul><li>Made from rugged ballistic nylon with a water-resistant zipper&nbsp;</li><li>Interior features soft padding and a pocket&nbsp;</li><li>Attaches easily to shoulder straps of packs, bags and totes<br></li></ul>","","","Zip Pocket Pack","Made from rugged ballistic nylon with a water-resistant zipper Interior features soft padding and a pocket Attaches easily to shoulder straps of packs, bags and totes","","zip-pocket-pack","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","2","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Bike Commuting","","","","","","","","","","","","SealLine","","2","","","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_005","Travel Accessories","Standard","Index 5 Travel Organizer","29.00","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Arc'teryx Index 5 Travel Organizer is a simple, minimal and extremely useful travel organizer. that's indispensable for organizing and protecting small items in a large duffel.","<ul><li>Mesh panels provide visibility and air circulation needed for damp contents&nbsp;</li><li>Top grab handle makes it easy to pull out of a duffel or case for quick access&nbsp;</li><li>Main compartment pocket&nbsp;</li><li>Packs up small for easy travel storage&nbsp;</li><li>Pliable; can be folded up or rolled up easily&nbsp;</li><li>Lightweight; durable<br></li></ul>","","","Index 5 Travel Organizer","Mesh panels provide visibility and air circulation needed for damp contents Top grab handle makes it easy to pull out of a duffel or case for quick access Main compartment pocket Packs up small for easy travel storage Pliable; can be folded up or rolled up easily Lightweight; durable","","index-5-travel-organizer","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Travel","","","","","","","","","","","","Arc'teryx","","4","","","","Vanda Orchid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","One Size","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_004","Travel Accessories","Standard","Base Shirt Cube","42.00","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","In the art of packing, every inch counts. Fit in 1 more shirt in with the compressing power of Timbuk2 Base shirt cube. Your luggage may take a beating in transit but your clothes will stay put.","<ul><li>As your trip goes on, quarantine your dirty clothes in the back zipper compartment and keep your clean clothes clean on the airy mesh side&nbsp;</li><li>Internal compression strap for clamping down your clothes&nbsp;</li><li>External loop and daisy chain for hanging or easy grab-and-go</li></ul>","","","Base Shirt Cube","As your trip goes on, quarantine your dirty clothes in the back zipper compartment and keep your clean clothes clean on the airy mesh side Internal compression strap for clamping down your clothes External loop and daisy chain for hanging or easy grab-and-go","","base-shirt-cube","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","","","","","","","","","600-denier polyester","","","","","","","","","","","","","Travel","","","","","","","","","","","","Timbuk2","","5","","","","Limestone Camo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","One Size","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_003","Travel Accessories","Standard","Pack-It Compression Sac Set","29.95","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Remove excess air from clothing and maximize packing space when you travel with the Eagle Creek Pack-It Compression Sac set. These nylon-reinforced bags resist tearing and reduce volume up to 80%.","<ul><li>Small, medium and large polyethylene bags provide a great way to get dirty laundry home without mixing it with the rest of your belongings&nbsp;</li><li>Each bag features a 1-way pressure valve and zippered closure at the top&nbsp;</li><li>Imported<br></li></ul>","","","Pack-It Compression Sac Set","Small, medium and large polyethylene bags provide a great way to get dirty laundry home without mixing it with the rest of your belongings Each bag features a 1-way pressure valve and zippered closure at the top Imported","","pack-it-compression-sac-set","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","4","","","","","","","","","","","","","","","","","","Nylon","","","","","","","","","","","","","Travel","","","","","","","","","","","","Eagle Creek","","4","","","","Clear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","One Size","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_002","Travel Accessories","Configurable","Pack-It Specter Wallaby Toiletry Kit - Small","38.95","","0.00","","","","","No","","","Delta","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Travel is easier with the hanging organization of the translucent Eagle Creek Pack-It Specter Wallaby toiletry kit. It's light and water-resistant, with 2-way zippered access to the main compartment.","<ul><li>3 interior zippered compartments organize your travel essentials&nbsp;</li><li>Swiveling, nonslip hook offers versatile hanging options; it stows away when not in use&nbsp;</li><li>Ultralight, water- and stain-resistant ripstop sil-nylon is washable and allows visibility of the contents&nbsp;</li><li>Perforated EVA foam provides ultralight padding&nbsp;</li><li>Convenient carry handle<br></li></ul>","","","Pack-It Specter Wallaby Toiletry Kit - Small","3 interior zippered compartments organize your travel essentials Swiveling, nonslip hook offers versatile hanging options; it stows away when not in use Ultralight, water- and stain-resistant ripstop sil-nylon is washable and allows visibility of the contents Perforated EVA foam provides ultralight padding Convenient carry handle","","pack-it-specter-wallaby-toiletry-kit-small","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","3","","","","","","","","","","","","","","","","","","Ripstop high-density polyethylene (HDPE)","","","","","","","","","","","","","Travel","","","","","","","","","","","","Eagle Creek","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TravAcc_001","Travel Accessories","Standard","Pack-It Original Cube Set","49.95","","0.00","","","","","No","","","","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","Maximize every square inch of your travel pack with the Eagle Creek Pack-It Original Cube set. It offers 3 cubes of different sizes for compressing clothing and organizing accessories.","<ul><li>Includes a medium Cube, small Half Cube and extra-small Quarter Cube&nbsp;</li><li>Mesh tops add visibility and breathability&nbsp;</li><li>2-way zippered openings maximize compression&nbsp;</li><li>Quick-grab handles&nbsp;</li><li>Made of washable micro-weave polyester<br></li><li>Imported</li></ul>","","","Pack-It Original Cube Set","Includes a medium Cube, small Half Cube and extra-small Quarter Cube Mesh tops add visibility and breathability 2-way zippered openings maximize compression Quick-grab handles Made of washable micro-weave polyester
Imported","","pack-it-original-cube-set","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","","","5","","","","","","","","","","","","","","","","","","Polyester/nylon","","","","","","","","","","","","","Travel","","","","","","","","","","","","Eagle Creek","","5","","","","Fern Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","One Size","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","TentAcc_020","Tent Accessories","Standard","Red Canyon 4 Footprint","60.00","","0.00","","","","","No","","","Fixed","","","","Yes","Yes","No","DisplayMessage","1.000","1.000","1.000","1.000","DirectShip & InStorePickup","The Big Agnes Red Canyon 4 Footprint acts a protective layer under your Red Canyon to shield the floor from the wear and tear of your campsite.","<ul><li>Sized to fit so that it prevents pooling of water under tent during wet weather&nbsp;</li><li>Webbing stake-outs at tent corners provide easy attachment<br></li></ul>","","","Red Canyon 4 Footprint","Sized to fit so that it prevents pooling of water under tent during wet weather Webbing stake-outs at tent corners provide easy attachment","","red-canyon-4-footprint","","","","","","","","","","","","","","","Usually Ships in 24 Hours","","","60","","4","","","","","","","","","","","","","","","Tent_017","","","","","","Tent_017","","","","Tent_017","","","0.3125","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mystic Outdoors Master","Tent_027","Tents","Standard","Dragontail","550.00","","0.00","","","","","No","","","Fixed","","","115998","Yes","Yes","No","DisplayMessage","5.600","20.000","7.000","7.000","DirectShip & InStorePickup","Engineered with superior space and ventilation, the ultralightDragontail tent single-wall tent excels where others fail.","<ul><li>Single-wall design shaves weight from your pack and reduces setup time; large vestibule improves livability&nbsp;</li><li>Hooped pole configuration stands up under high winds and creates an impressively roomy interior&nbsp;</li><li>Overhead vent with zippered closures runs the length of the tent, providing the ventilation that's critical to single-wall performance.&nbsp;</li><li>Attention to detail shows in the taped seams, reinforced stress points, ultralight stake loops, reflective guy cords and user-friendly door toggles&nbsp;</li><li>Includes stuff sacks, stakes and guyline<br></li></ul>","","","Dragontail","","","dragontail","","","","","","","","9","","","","3 Person","","","Usually Ships in 24 Hours","","","29","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5625","","","Backpacking","","","","","","","","","","","","Mystic","1 Door","5","","","","","","","","","","3","","","","","","","","4 Season","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Backpacking Tents","","","","","",""
