"MasterCatalogName","ProductCode","VariationCode","Enabled","ExtraPrice","FixedListPrice","FixedSalePrice","FixedMSRP","DeltaMSRP","FixedWeight","ExtraWeight","ExtraCost","FulfillmentTypes","MfgPartNo","UPC","DistPartNo","sleeping-bag-shape","sleeping-capacity","fits-up-to","length","lens-color","sock-height","material","frame-color","meat","gear-capacity","temperature-rating","gender","brand-colors","hat-style","number-of-exterior-pockets","shirt-size","shirt-style","inseam-in.-","shoe-size","fabric-type","faset-color","size","pant-rise","pant-size","metal-type","attribut-bd","finish"
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Steam","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cloudburst","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cloudburst","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cloudburst","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cloudburst","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Cloudburst","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosfear","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosfear","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosfear","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosfear","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_014","HikeShirt_014-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosfear","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-30","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-29","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-28","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-27","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-26","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-25","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tropez","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-24","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tropez","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-23","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tropez","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-22","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tropez","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-21","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tropez","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-20","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tango","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-19","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tango","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-18","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tango","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-17","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tango","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-16","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Tango","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lupine","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lupine","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lupine","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lupine","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lupine","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bone","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bone","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bone","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bone","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bone","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosphere","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosphere","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosphere","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosphere","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_013","HikeShirt_013-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Atmosphere","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sparrow-Spacedye","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sparrow-Spacedye","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sparrow-Spacedye","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Sparrow-Spacedye","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bluebell-Spacedye","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bluebell-Spacedye","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bluebell-Spacedye","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Bluebell-Spacedye","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black-Spacedye","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black-Spacedye","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black-Spacedye","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_012","HikeShirt_012-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black-Spacedye","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_011","HikeShirt_011-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Grey","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_011","HikeShirt_011-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Grey","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_011","HikeShirt_011-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Grey","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_011","HikeShirt_011-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Grey","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_011","HikeShirt_011-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Grey","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Suave-Mauve","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Suave-Mauve","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Suave-Mauve","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Suave-Mauve","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Suave-Mauve","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Minky","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Minky","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Minky","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Minky","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Minky","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Caliente","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Caliente","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Caliente","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Caliente","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_010","HikeShirt_010-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Caliente","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Peninsula","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Peninsula","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Peninsula","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Peninsula","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Peninsula","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Agave","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Agave","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Agave","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Agave","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_009","HikeShirt_009-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Agave","","","","","","","","","XS","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pirate-Blue","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pirate-Blue","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Khaki","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_008","HikeShirt_008-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Khaki","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Jet-Black","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Hawthorn","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Hawthorn","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Hawthorn","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Hawthorn","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Hawthorn","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Olive","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Olive","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Olive","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Olive","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_007","HikeShirt_007-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Dark-Olive","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-20","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-19","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-18","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-17","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-16","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","White","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Curfew","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Curfew","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Curfew","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Curfew","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Curfew","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Charcoal","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Charcoal","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Charcoal","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Charcoal","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Charcoal","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_006","HikeShirt_006-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Black","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_005","HikeShirt_005-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Lake-Blue","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_005","HikeShirt_005-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Desert-Sage","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-15","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pewter","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-14","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pewter","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-13","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pewter","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-12","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pewter","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-11","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Pewter","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Navy","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Navy","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Navy","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-7","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Navy","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-6","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Navy","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-5","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Greengables","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-4","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Greengables","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-3","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Greengables","","","","","","","","","Large","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-2","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Greengables","","","","","","","","","Medium","","","","",""
"Mystic Outdoors Master","HikeShirt_004","HikeShirt_004-1","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Greengables","","","","","","","","","Small","","","","",""
"Mystic Outdoors Master","HikeShirt_003","HikeShirt_003-10","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Vintage/Earth","","","","","","","","","XXL","","","","",""
"Mystic Outdoors Master","HikeShirt_003","HikeShirt_003-9","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Vintage/Earth","","","","","","","","","Extra Large","","","","",""
"Mystic Outdoors Master","HikeShirt_003","HikeShirt_003-8","Yes","","","","","","","0.0000","0.00","","","","","","","","","","","","","","","","","Vintage/Earth","","","","","","","","","Large","","","","",""
